objectid_1,objectid,leg_radam,leg_atual,leg_carga,clas_domi,leg_uveg,nm_uveg,leg_uantr,nm_uantr,leg_contat,nm_contat,veg_pretet,nm_pretet,legenda,shape_leng,shape_area
12582,12671,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.27652,0.00403
12583,12672,Rp.S,Rp.S,Rp.S,Rp,,,Rp,Florestamento/Reflorestamento com Pinus,,,S,Savana,Rp.S -  Florestamento/Reflorestamento com Pinus em  Savana,0.25675,0.00194
12584,12673,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.33829,0.00601
12585,12674,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.28266,0.0032
12586,12675,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.41757,0.00362
12587,12676,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.28175,2
12588,12677,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.80853,0.00775
12589,12678,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.34538,0.0025
12590,12679,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.33647,0.00345
12591,12680,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.35463,0.0248
12592,12681,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,2.22267,0.02233
12593,12682,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,1.5771,0.01968
12594,12683,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.41124,0.01349
12595,12684,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.4197,0.00999
12596,12685,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.63586,0.00642
12597,12686,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.19245,0.0017
12598,12687,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.57296,0.0012
12599,12688,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,2.57511,0.01783
12600,12689,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.31996,0.00403
12601,12690,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.39687,0.0069
12602,12691,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.15887,0.00028
12603,12692,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.73587,0.00731
12604,12693,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.28284,0.00144
12605,12694,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.10596,0.0005
12606,12695,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.17086,0.0013
12607,12696,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.08881,0.00036
12608,12697,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.1461,0.00061
12609,12698,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.8285,0.01126
12610,12699,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.75733,9
12611,12700,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.26752,0.00418
12615,12704,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,0.07473,0.00012
12616,12705,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.46982,0.01201
12617,12706,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.36673,0.00636
12618,12707,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.27037,0.00354
12619,12708,Pap,Pap,Pap,Pap,Pap,Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,,,,,,,Pap - Formao Pioneira com influncia fluvial e/ou lacustre palmeiral,0.58115,0.00365
12620,12709,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.06515,0.00028
12621,12710,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.32418,0.00255
12622,12711,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.47146,0.00548
12623,12712,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.86197,0.02014
12624,12713,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.21948,0.00246
12625,12714,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,2.00464,0.07718
12626,12715,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,2.46216,0.09698
12627,12716,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.61649,0.01953
12628,12717,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.31971,0.00654
12629,12718,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.43443,0.00235
12630,12719,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.99718,0.00878
12631,12720,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,1.22893,0.00691
12632,12721,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.28256,0.00499
12633,12722,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.15141,0.00145
12642,12731,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.15889,0.00096
12643,12732,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.7779,0.01373
12644,12733,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,2.41853,0.17616
12645,12734,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.69636,0.00687
12646,12735,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.32462,0.01782
12647,12736,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,1.13923,0.05207
12648,12737,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.94472,0.01755
12649,12738,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.34229,0.00193
12650,12739,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,1.26922,0.00186
12651,12740,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.42665,0.00265
12652,12741,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.26967,0.00378
12653,12742,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.15231,0.00098
12656,12745,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1005,0.01764
12657,12746,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1.97196,0.04049
12667,12756,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.07098,0.00037
12676,12765,Ap2,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.99344,0.02512
12677,12766,Phs,Pahs,Pahs,Pahs,Pahs,Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,,,,,,,Pahs - Formao Pioneira com influncia fluvial e/ou lacustre herbcea sem palmeiras,7.66315,0.07302
12678,12767,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,12.89723,0.10178
12681,12770,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.22611,0.00234
14899,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.30538,0.00454
14903,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.09175,0.00048
14907,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.15524,0.00081
14908,0,Saf,Saf,Saf,Saf,Saf,Savana Arborizada com floresta-de-galeria,,,,,,,Saf - Savana Arborizada com floresta-de-galeria,25.06759,1.63519
14909,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.11073,0.00019
14911,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.08697,0.00045
14915,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.12635,0.00098
14916,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.32177,0.00286
14925,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.80787,0.02385
14926,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01399,2E-05
14930,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.25893,0.00367
14931,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01529,2E-05
14932,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.10296,0.00064
14933,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.43676,0.01076
14935,0,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,0.13657,0.00039
14936,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.13393,0.00065
14937,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.10065,0.00054
14939,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,1.51298,0.0341
14940,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.10079,0.00061
14941,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.27087,0.00275
14942,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.39103,0.00651
14943,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,16,2E-05
14944,0,Ap.F,Ap.F,Ap.F,Ap,,,Ap,Pecuria (pastagens),,,F,Floresta Estacional Semidecidual,Ap.F -  Pecuria (pastagens) em  Floresta Estacional Semidecidual,0.34175,0.00231
14945,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1.47559,0.00872
14946,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.02946,2E-05
14947,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.12378,0.00097
14949,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.07497,0.00022
14950,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.19096,0.0012
14951,0,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.66444,0.01051
14952,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.4228,0.00729
14953,0,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.11327,0.00054
14954,0,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,1.50374,0.02835
14956,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.09899,0.00065
14957,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.10574,0.00071
14959,0,Saf,Saf,Saf,Saf,Saf,Savana Arborizada com floresta-de-galeria,,,,,,,Saf - Savana Arborizada com floresta-de-galeria,2.96236,47
14961,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.25007,0.0021
14962,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.03348,7E-05
14963,0,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.22666,0.00142
14968,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.1818,0.00145
14969,0,Spf,Spf,Spf,Spf,Spf,Savana Parque com floresta-de-galeria,,,,,,,Spf - Savana Parque com floresta-de-galeria,0.45003,0.00596
14970,0,Sgf1,SNc/Sgf,SNc/Sgf,Sgf,Sgf,Savana Parque com floresta-de-galeria,,,SN,Contato Savana/Floresta Estacional,,,SNc/Sgf - Savana Parque com floresta-de-galeria  em Contato Savana/Floresta Estacional,0.47919,0.00449
14974,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.19604,0.00227
14978,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.28437,0.0039
14980,0,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,1.43673,0.01381
14982,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.34474,0.00291
14983,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.07758,0.00038
14984,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,1.39118,0.02354
14985,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.19615,0.00225
14990,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,1.43824,0.06157
15004,0,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.11397,0.00076
15008,0,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,0.15369,0.00099
15009,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.14276,0.00126
15010,0,Fa,Fa,Fa,Fa,Fa,Floresta Estacional Semidecidual Aluvial,,,,,,,Fa - Floresta Estacional Semidecidual Aluvial,5.93305,0.25216
15020,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,2.3837,0.02947
15026,0,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,0.28611,0.00358
15028,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.02081,3E-05
15032,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,0.01667,2E-05
15033,0,Saf,Saf,Saf,Saf,Saf,Savana Arborizada com floresta-de-galeria,,,,,,,Saf - Savana Arborizada com floresta-de-galeria,1.30401,0.03133
15036,0,Acc1,Acc.SN,Acc.SN,Acc,,,Acc,Culturas Cclicas,SN,Contato Savana/Floresta Estacional,,,Acc.SN -  Culturas Cclicas em Contato Savana/Floresta Estacional,1.32553,0.03281
15038,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,0.83019,0.0105
15043,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,2.46573,0.04516
15044,0,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,0.71635,0.02246
15045,0,Ap.S,Ap.S,Ap.S,Ap,,,Ap,Pecuria (pastagens),,,S,Savana,Ap.S -  Pecuria (pastagens) em  Savana,5.60013,0.18925
15047,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.15237,0.00107
15048,0,Ap1,Ap.SN,Ap.SN,Ap,,,Ap,Pecuria (pastagens),SN,Contato Savana/Floresta Estacional,,,Ap.SN -  Pecuria (pastagens) em Contato Savana/Floresta Estacional,7.88387,0.16027
15050,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.19625,0.00132
15054,0,Magua,Magua,Magua,Magua,,,,,,,,,Corpo dgua continental,2.92183,0.00664
15058,0,Fs,Fs,Fs,Fs,Fs,Floresta Estacional Semidecidual Submontana,,,,,,,Fs - Floresta Estacional Semidecidual Submontana,0.07856,0.00035
15063,0,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.28382,0.00248
15065,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.53555,0.00745
15071,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.08832,0.00053
15072,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.19668,0.00225
15073,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.27968,0.00247
15075,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.11726,0.0005
15077,0,Sgs,Sgs,Sgs,Sgs,Sgs,Savana Gramneo-Lenhosa sem floresta-de-galeria,,,,,,,Sgs - Savana Gramneo-Lenhosa sem floresta-de-galeria,0.79181,0.00789
15081,0,Saf,Saf,Saf,Saf,Saf,Savana Arborizada com floresta-de-galeria,,,,,,,Saf - Savana Arborizada com floresta-de-galeria,2.88859,0.08991
15084,0,Re.S,Re.S,Re.S,Re,,,Re,Florestamento/Reflorestamento com Eucaliptos,,,S,Savana,Re.S -  Florestamento/Reflorestamento com Eucaliptos em  Savana,0.32961,0.00479
15085,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.22762,0.00194
15086,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.16955,0.00139
15087,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.06896,0.00031
15088,0,Acc.F,Acc.F,Acc.F,Acc,,,Acc,Culturas Cclicas,,,F,Floresta Estacional Semidecidual,Acc.F -  Culturas Cclicas em  Floresta Estacional Semidecidual,1.02322,0.00783
15089,0,Acc.F,Acc.F,Acc.F,Acc,,,Acc,Culturas Cclicas,,,F,Floresta Estacional Semidecidual,Acc.F -  Culturas Cclicas em  Floresta Estacional Semidecidual,0.13558,0.00114
15090,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.17571,0.00139
15091,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.19212,0.00144
15094,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.07608,0.00036
15100,0,Sd,Sd,Sd,Sd,Sd,Savana Florestada,,,,,,,Sd - Savana Florestada,10.65006,0.14167
15103,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.13648,0.00074
15104,0,Sas,Sas,Sas,Sas,Sas,Savana Arborizada sem floresta-de-galeria,,,,,,,Sas - Savana Arborizada sem floresta-de-galeria,0.8888,0.00968
15112,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,1.05347,0.01138
15113,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.3003,0.00287
15118,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.09797,0.00049
15123,0,Acc.S,Acc.S,Acc.S,Acc,,,Acc,Culturas Cclicas,,,S,Savana,Acc.S -  Culturas Cclicas em  Savana,0.39462,0.00586
15127,0,Sgf,Sgf,Sgf,Sgf,Sgf,Savana Gramneo-Lenhosa com floresta-de-galeria,,,,,,,Sgf - Savana Gramneo-Lenhosa com floresta-de-galeria,0.35883,0.00271
15128,0,Sps,Sps,Sps,Sps,Sps,Savana Parque sem floresta-de-galeria,,,,,,,Sps - Savana Parque sem floresta-de-galeria,0.84655,0.01022
